ASSAY_ID	ASSAY	PROJECT	PLATE	WELL	WELL_TYPE	RAW_VALUE_A	BSUB_VALUE_A	Z_SCORE_A	RAW_VALUE_B	BSUB_VALUE_B	Z_SCORE_B	RAW_VALUE_C	BSUB_VALUE_C	Z_SCORE_C	COMPOSITE_Z	REPRODUCIBILITY	CHEMBANK_ID	VIRTUAL_ID	SMILES
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O15	compound treatment	1606.5	-40.9	-0.06	1583.0	101.0	0.18	1413.5	12.796875	0.0172351073978783	0.0782	0.4051	2060239	SpecPlus_000293	CC(=O)O[C@@H]1CC2C(C)(C)C(=O)CC[C@]2(C)C3CC[C@@]4(C)[C@@H](CC=C4[C@]13C)C5CO[C@H]([C@H](O)C5)C(C)(C)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O16	compound treatment	787.0	-860.0	-1.33	767.0	-715.0	-1.29	1063.0	-337.703125	-0.454825856154265	-1.7736	-0.9306	1057125	SpecPlus_000294	CC(C)(C=C)c1c2OC(C)(C)C=Cc2c(O)c3c(=O)c4ccc(O)c(O)c4oc13
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O17	compound treatment	1652.5	5.09	0.01	1625.0	143.0	0.26	1728.0	327.296875	0.440810494094452	0.4074	0.7984	2060240	SpecPlus_000295	CC1=C2C(O)C(=O)OC3CC4C(C)(C)C(=O)C=C[C@]4(C)C(CC1)[C@@]32C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O18	compound treatment	1680.0	32.6	0.05	1458.5	-23.6	-0.04	1586.0	185.296875	0.249561829830816	0.1487	0.576	3174236	SpecPlus_000296	O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3cc(O)c(O)c4c(=O)c(O)cc(cc34)[C@H]5Oc6cc(O)cc(O)c6C[C@H]5O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O19	compound treatment	1897.0	250.0	0.39	1360.0	-122.0	-0.22	2062.0	661.296875	0.890648901587792	0.6103	0.6132	2060241	SpecPlus_000297	CC1(C)C2C[C@@H](O)[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)C=C43)c5ccoc5)[C@@]2(C)CCC1=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O20	compound treatment	1691.0	43.6	0.07	1431.0	-51.1	-0.09	1617.0	216.296875	0.291313298789779	0.154	0.4924	2060242	SpecPlus_000298	COc1ccc(cc1)c2cc(=O)c3c(O)c(OC)c(O[C@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O21	compound treatment	1395.0	-252.0	-0.39	1450.0	-32.1	-0.06	1400.0	-0.703125	-9.46983922960344E-4	-0.2593	-0.657	2060243	SpecPlus_000299	CC1(C)[C@@H]2O[C@@H]2C(=O)[C@@]3(C)C1CC(=O)[C@]4(C)C3CC[C@@]5(C)[C@@H](OC(=O)C6OC654)c7ccoc7
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O22	compound treatment	1307.0	-340.0	-0.53	1504.5	22.4	0.04	1425.0	24.296875	0.0327235555600741	-0.2619	-0.4949	2060244	SpecPlus_000300	COC1=CC(=O)OC(CCc2ccc(OC)c(OC)c2)C1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O23	mock treatment	1519.0	-128.0	-0.2	1368.5	-114.0	-0.2	1355.0	-45.703125	-0.0615539549924224	-0.2682	-0.9199			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	O24	mock treatment	54.0	-1590.0	-2.46	91.0	-1390.0	-2.5	36.5	-1364.203125	-1.83733820732766	-3.9283	-0.9911			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P01	mock treatment	2045.0	398.0	0.62	1814.5	332.0	0.6	1807.0	406.296875	0.547209398860841	1.0161	0.9988			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P02	mock treatment	1959.0	312.0	0.48	1938.0	456.0	0.82	1747.5	346.796875	0.467073514891219	1.0213	0.9639			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P03	compound treatment	2085.0	438.0	0.68	1864.0	382.0	0.69	1974.0	573.296875	0.772128602607511	1.2331	0.9982	2069225	SpecPlus_000301	Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c5c(=O)c(O)cc(cc45)[C@H]6Oc7cc(O)cc(O)c7C[C@H]6OC(=O)c8cc(O)c(O)c(O)c8
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P04	compound treatment	1685.0	37.6	0.06	1593.0	111.0	0.2	1857.0	456.296875	0.61455047782691	0.5035	0.7762	2060245	SpecPlus_000302	OC[C@H]1O[C@@](CO)(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P05	compound treatment	1959.0	312.0	0.48	1778.0	296.0	0.53	1579.0	178.296875	0.240134078775566	0.7241	0.9565	3054057	SpecPlus_000303	CC(=CCC/C(=C/CCC(C)(O)C=C)/C)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P06	compound treatment	1657.5	10.1	0.02	1665.0	183.0	0.33	1711.0	310.296875	0.417914527245988	0.4402	0.8273	2060246	SpecPlus_000304	C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](C/C=C/3\[C@H](O)COC3=O)C(=C)CCC12
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P07	compound treatment	1959.0	312.0	0.48	1588.5	106.0	0.19	1649.0	248.296875	0.334411589328063	0.5818	0.9429	425	SpecPlus_000305	Oc1ccc(cc1)c2coc3cc(O)cc(O)c3c2=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P08	compound treatment	1912.0	265.0	0.41	1922.0	440.0	0.79	1856.0	455.296875	0.613203656247588	1.0471	0.9683	1984013	SpecPlus_000306	C/C=C/c1ccc2OCOc2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P09	compound treatment	1711.0	63.6	0.1	1871.0	389.0	0.7	1900.0	499.296875	0.672463805737729	0.8488	0.8704	1016781	SpecPlus_000307	OC(=O)c1cc(O)c(O)c(O)c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P10	compound treatment	1808.5	161.0	0.25	1536.0	53.9	0.1	1710.0	309.296875	0.416567705666667	0.4403	0.8896	1001982	SpecPlus_000308	Nc1nc2[nH]c(=O)cnc2c(=O)[nH]1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P11	compound treatment	1888.0	241.0	0.37	1994.0	512.0	0.92	1926.0	525.296875	0.707481166800085	1.1548	0.9472	2060247	SpecPlus_000309	COc1cc(OC)c2C[C@@H](O)[C@H](Oc2c1)c3ccc(OC)c(OC)c3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P12	compound treatment	1810.0	163.0	0.25	1866.5	384.0	0.69	1842.5	441.796875	0.59502156492675	0.8878	0.9384	3054108	SpecPlus_000310	Nc1nc2ncc(=O)[nH]c2c(=O)[nH]1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P13	compound treatment	1964.0	317.0	0.49	1414.0	-68.1	-0.12	1827.0	426.296875	0.574145830447268	0.5435	0.7109	653	SpecPlus_000311	Oc1cc2cccc(O)c(=O)c2c(O)c1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P14	compound treatment	1681.0	33.6	0.05	1582.0	99.9	0.18	1996.0	595.296875	0.801758677352581	0.5966	0.7247	1053058	SpecPlus_000312	COc1cc(OC)c2c(=O)c(O)c(oc2c1)c3ccc(OC)c(OC)c3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P15	compound treatment	1702.0	54.6	0.08	1360.0	-122.0	-0.22	1198.0	-202.703125	-0.273004942945879	-0.2357	-0.6539	1210108	SpecPlus_000313	Oc1ccc2cccc(O)c(=O)c2c1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P16	compound treatment	1911.0	264.0	0.41	1791.5	309.0	0.56	1809.0	408.296875	0.549903042019483	0.8741	0.9909	3174242	SpecPlus_000314	OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P17	compound treatment	1717.0	69.6	0.11	1519.0	36.9	0.07	1675.0	274.296875	0.369428950390419	0.3137	0.8035	2060248	SpecPlus_000315	OC1=Cc2c(O)cc(O)cc2OC1(O)c3ccc(O)c(O)c3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P18	compound treatment	1507.5	-140.0	-0.22	1480.0	-2.12	0.0	1737.0	336.296875	0.452931888308344	0.1343	0.2676	1952709	SpecPlus_000316	COc1ccc2c(C)cc(=O)oc2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P19	compound treatment	1600.5	-46.9	-0.07	1460.5	-21.6	-0.04	1603.0	202.296875	0.27245779667928	0.093	0.3266	2060249	SpecPlus_000317	COc1ccc(cc1)c2coc3c(OC)c(O)ccc3c2=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P20	compound treatment	1793.5	146.0	0.23	1741.0	259.0	0.47	54.0	-1346.703125	-1.81376882968954	-0.6479	-0.3435	3047	SpecPlus_000318	C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P21	compound treatment	1682.0	34.6	0.05	1344.0	-138.0	-0.25	1516.5	115.796875	0.15595773006798	-0.0225	-0.0754	2060250	SpecPlus_000319	COc1cc(C(=O)O)c(O)c2OCOc21
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P22	compound treatment	1481.0	-166.0	-0.26	1582.5	100.0	0.18	1670.0	269.296875	0.362694842493812	0.165	0.3437	1009294	SpecPlus_000320	Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P23	mock treatment	1530.0	-117.0	-0.18	1516.0	33.9	0.06	1600.0	199.296875	0.268417331941315	0.0853	0.2586			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1081	P24	mock treatment	56.0	-1590.0	-2.46	103.0	-1380.0	-2.48	186.0	-1214.703125	-1.63598838121911	-3.7978	-0.9843			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A01	positive control	1838.5	58.2	0.09	1720.0	48.4	0.09	1810.0	709.20833333333	0.955177087567878	0.6537	0.6786			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A02	positive control	2201.0	421.0	0.65	1971.0	299.0	0.54	1599.5	498.70833333333	0.671671145120728	1.0744	0.9956			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A03	compound treatment	1491.0	-289.0	-0.45	1472.0	-200.0	-0.36	1409.0	308.20833333333	0.415101634260006	-0.2259	-0.3191	1025940	SpecPlus_000321	Cc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A04	compound treatment	1738.5	-41.8	-0.06	1748.5	76.9	0.14	1375.5	274.70833333333	0.369983111352739	0.2561	0.6399	1112402	SpecPlus_000322	COc1ccc2ccc(=O)oc2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A05	compound treatment	1421.5	-359.0	-0.56	1448.5	-223.0	-0.4	1381.0	280.20833333333	0.377390630039007	-0.3342	-0.4274	3054266	SpecPlus_000323	CC(CCC=C(C)C)C1CC[C@@]2(C)C3=C(CC[C@]12C)C4(C)CCC(O)C(C)(C)C4CC3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A06	compound treatment	1571.0	-209.0	-0.32	1285.0	-387.0	-0.7	1419.0	318.20833333333	0.428569850053219	-0.3409	-0.388	3174244	SpecPlus_000324	N=c1[nH]c(=O)c2[nH]c(=O)c(=O)[nH]c2[nH]1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A07	compound treatment	1444.0	-336.0	-0.52	1481.0	-191.0	-0.34	1382.0	281.20833333333	0.378737451618328	-0.2796	-0.3834	3174245	SpecPlus_000325	OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A08	compound treatment	2010.0	230.0	0.36	1713.5	41.9	0.08	1400.0	299.20833333333	0.402980240046113	0.4814	0.8872	3054270	SpecPlus_000326	COC(=O)[C@@H]1C(O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A09	compound treatment	1357.0	-423.0	-0.65	1456.0	-216.0	-0.39	1235.5	134.70833333333	0.181428090247746	-0.4971	-0.6355	2359	SpecPlus_000327	CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@@H]32)n1c5ccccc45
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A10	compound treatment	1856.0	75.7	0.12	1463.0	-209.0	-0.38	956.0	-144.79166666667	-0.195008541172579	-0.2615	-0.5962	2060251	SpecPlus_000328	NCC(N)C(=O)c1ccccc1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A11	compound treatment	853.0	-927.0	-1.43	854.0	-818.0	-1.47	695.0	-405.79166666667	-0.546528973375459	-1.9926	-0.9374	2060252	SpecPlus_000329	CC(=CCCC1(C)Oc2c(CC=C(C)C)c3O[C@]4(C5C[C@H]6C=C4C(=O)c3c(OC(=O)C)c2C=C1)C(C/C=C(\C)/C(=O)O)(OC5(C)C)C6=O)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A12	compound treatment	84.0	-1700.0	-2.62	46.0	-1630.0	-2.92	155.0	-945.79166666667	-1.273812626209	-3.9383	-0.9536	2060253	SpecPlus_000330	NC(CC(=O)c1ccccc1N)C(=O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A13	compound treatment	1478.0	-302.0	-0.47	1329.0	-343.0	-0.62	1402.0	301.20833333333	0.405673883204756	-0.3915	-0.4482	2060254	SpecPlus_000331	CC(=O)CC1CCCCN1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A14	compound treatment	46.0	-1730.0	-2.68	38.0	-1630.0	-2.94	35.0	-1065.79166666667	-1.43543121572757	-4.0738	-0.9632	599	SpecPlus_000332	Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A15	compound treatment	80.0	-1700.0	-2.63	1422.0	-250.0	-0.45	771.0	-329.79166666667	-0.444170533347034	-2.0342	-0.752	647	SpecPlus_000333	Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A16	compound treatment	1636.0	-144.0	-0.22	1628.0	-43.6	-0.08	1468.0	367.20833333333	0.494564107439967	0.1114	0.2032	1020463	SpecPlus_000334	Oc1cc2ccc(=O)oc2cc1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A17	compound treatment	1601.5	-179.0	-0.28	1421.0	-251.0	-0.45	1465.0	364.20833333333	0.490523642702003	-0.1367	-0.1895	2060255	SpecPlus_000335	CC(=O)Oc1ccc(/C=C/c2cc(OC(=O)C)cc(OC(=O)C)c2)cc1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A18	compound treatment	1674.5	-106.0	-0.16	901.0	-771.0	-1.39	40.0	-1060.79166666667	-1.42869710783096	-1.7194	-0.861	812	SpecPlus_000336	COC1=CC(=O)C[C@@H](C)[C@@]21Oc3c(C2=O)c(OC)cc(OC)c3Cl
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A19	compound treatment	743.0	-1040.0	-1.6	1194.5	-477.0	-0.86	1190.0	89.2083333333301	0.120147708388624	-1.3524	-0.7416	2060256	SpecPlus_000337	CC(=CC1C(CO)C1(C)C)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A20	compound treatment	1522.0	-258.0	-0.4	1571.0	-101.0	-0.18	1388.5	287.70833333333	0.387491791883917	-0.1114	-0.1903	3174249	SpecPlus_000338	CC(CCC(=O)O)[C@H]1CCC2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C[C@H](O)[C@]12C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A21	compound treatment	1419.0	-361.0	-0.56	45.0	-1630.0	-2.93	713.0	-387.79166666667	-0.522286184947674	-2.313	-0.765	2060257	SpecPlus_000339	CC1(C)[C@H](O)C[C@H](O)[C@@]2(C)C1CC(=O)[C@]3(C)C2CC[C@@]4(C)[C@@H](OC(=O)C5OC543)C(=O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A22	compound treatment	1722.0	-58.3	-0.09	1286.0	-386.0	-0.69	1380.0	279.20833333333	0.376043808459686	-0.2353	-0.2964	3054588	SpecPlus_000340	COC(=O)c1c(C)c2Oc3c(Cl)c(O)c(Cl)c(C)c3C(=O)Oc2c(C)c1OC(=O)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A23	positive control	1906.0	126.0	0.19	1860.5	189.0	0.34	1984.5	883.70833333333	1.19019745315946	0.9956	0.7946			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	A24	mock treatment	68.0	-1710.0	-2.65	40.0	-1630.0	-2.93	60.0	-1040.79166666667	-1.40176067624453	-4.0327	-0.9615			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B01	positive control	2110.0	330.0	0.51	1846.0	174.0	0.31	2027.0	926.20833333333	1.24743737028062	1.1958	0.8642			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B02	positive control	2196.0	416.0	0.64	1876.0	204.0	0.37	2094.0	993.20833333333	1.33767441609515	1.3558	0.8867			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B03	compound treatment	1634.0	-146.0	-0.23	1748.0	76.4	0.14	1245.5	144.70833333333	0.19489630604096	0.0612	0.1861	2060258	SpecPlus_000341	CC(=O)O[C@H]1Cc2c(OC(=O)C)cc(OC(=O)C)cc2O[C@@H]1c3ccc(OC(=O)C)c(OC(=O)C)c3
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B04	compound treatment	1808.0	27.7	0.04	1683.0	11.4	0.02	1394.0	293.20833333333	0.394899310570185	0.2646	0.6652	2060259	SpecPlus_000342	COc1ccc2c(=O)c(CC(=O)O)coc2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B05	compound treatment	1701.0	-79.3	-0.12	1470.0	-202.0	-0.36	1482.0	381.20833333333	0.513419609550466	0.0163	0.0255	2060260	SpecPlus_000343	COc1ccc(cc1)C2CC(=O)c3ccc(OC)cc3O2
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B06	compound treatment	1731.0	-49.3	-0.08	1389.5	-282.0	-0.51	1456.0	355.20833333333	0.47840224848811	-0.0607	-0.0865	2476	SpecPlus_000344	CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B07	compound treatment	1867.0	86.7	0.13	1507.0	-165.0	-0.3	1572.0	471.20833333333	0.63463355168939	0.273	0.3829	3054634	SpecPlus_000345	COc1c(CC=C(C)C)c2OC(C)(C)C=Cc2c3oc(=O)c(c(O)c13)c4ccc(O)cc4
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B08	compound treatment	1701.0	-79.3	-0.12	1440.0	-232.0	-0.42	1218.5	117.70833333333	0.158532123399283	-0.2197	-0.4755	2477	SpecPlus_000346	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B09	compound treatment	1593.0	-187.0	-0.29	1388.5	-283.0	-0.51	1135.0	34.2083333333301	0.0460725215259478	-0.4346	-0.7397	1059133	SpecPlus_000347	COc1ccc(C(=O)c2ccccc2)c(O)c1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B10	compound treatment	1957.0	177.0	0.27	1836.0	164.0	0.3	1639.0	538.20833333333	0.724870597503923	0.747	0.9009	2478	SpecPlus_000348	COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-]
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B11	compound treatment	42.5	-1740.0	-2.69	26.0	-1650.0	-2.96	36.0	-1064.79166666667	-1.43408439414825	-4.0886	-0.9626	2060261	SpecPlus_000349	CC(C)(O)[C@H]1CC[C@@]2(C)[C@H]1CC[C@@]3(C)[C@@H]2CCC4[C@@]5(C)CCCC(C)(C)C5[C@@H](O)C[C@]43C
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B12	compound treatment	1553.0	-227.0	-0.35	1217.0	-455.0	-0.82	1278.0	177.20833333333	0.238668007368905	-0.5372	-0.5831	2479	SpecPlus_000350	CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B13	compound treatment	279.0	-1500.0	-2.32	34.0	-1640.0	-2.94	1072.5	-28.2916666666699	-0.0381038271816384	-3.0631	-0.8167	2060262	SpecPlus_000351	CC1(C)CC[C@@]2([C@@H](O)C[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1)C(=O)O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B14	compound treatment	1747.0	-33.3	-0.05	1501.5	-170.0	-0.31	1608.0	507.20833333333	0.68311912854496	0.1881	0.2507	2480	SpecPlus_000352	COP(=S)(OC)SCn1nnc2ccccc2c1=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B15	compound treatment	27.0	-1750.0	-2.71	24.0	-1650.0	-2.96	28.0	-1072.79166666667	-1.44485896678282	-4.1108	-0.963	2060263	SpecPlus_000353	COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B16	compound treatment	1834.0	53.7	0.08	1206.5	-465.0	-0.84	1440.0	339.20833333333	0.456853103218968	-0.1711	-0.1789	2481	SpecPlus_000354	CCOP(=S)(OCC)SCCSCC
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B17	compound treatment	1783.0	2.68	0.0	1521.0	-151.0	-0.27	719.0	-381.79166666667	-0.514205255471746	-0.4508	-0.7757	1034509	SpecPlus_000355	Cc1cc(=O)c2COc3cc(O)c(O)c(C(=O)O)c3-c2o1
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B18	compound treatment	2018.0	238.0	0.37	1556.0	-116.0	-0.21	1424.0	323.20833333333	0.435303957949826	0.3436	0.5666	2482	SpecPlus_000356	CCOC(=O)/C=C(\C)/OP(=O)(OC)OC
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B19	compound treatment	1909.5	129.0	0.2	1377.0	-295.0	-0.53	1500.0	399.20833333333	0.537662397978251	0.12	0.1537	3174361	SpecPlus_000357	CCC/C=C/C=C/[C@@H]1C[C@@H](O)[C@@H](O)C(=O)[C@H]1C=O
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B20	compound treatment	1598.0	-182.0	-0.28	1375.0	-297.0	-0.53	1482.0	381.20833333333	0.513419609550466	-0.1743	-0.22	2483	SpecPlus_000358	COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B21	compound treatment	1782.0	1.68	0.0	1488.0	-184.0	-0.33	1265.5	164.70833333333	0.221832737627388	-0.061	-0.1534	1039256	SpecPlus_000359	COc1cc(cc(OC)c1OC)C(=O)N2CCOCC2
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B22	compound treatment	2039.0	259.0	0.4	1381.0	-291.0	-0.52	1309.0	208.20833333333	0.280419476327868	0.0913	0.1276	2484	SpecPlus_000360	COP(=O)(OC)OC=C(Cl)Cl
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B23	positive control	2137.0	357.0	0.55	1842.5	171.0	0.31	1694.0	593.20833333333	0.798945784366598	0.9573	0.94			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	B24	mock treatment	99.0	-1680.0	-2.6	62.0	-1610.0	-2.89	36.0	-1064.79166666667	-1.43408439414825	-4.0008	-0.9647			
1004.0027	GeneExprHTS(1004.0027)	AndrogenSignalingGE-HTS	1004.0027.1082	C01	positive control	2180.0	400.0	0.62	2043.0	371.0	0.67	2121.0	1020.20833333333	1.37403859873683	1.5359	0.9319			
