"State Name","State","Jurisdiction Name","Jurisdiction Type","Fiscal Year Ending","Program Name","Program Purpose","Statutory Authority","Abating Jurisdictions","Applicable Taxes","Abatement Method","Recapture Provisions","Gross Revenue Loss","Reimbursement","Net Revenue Loss","Type of Loss","Disclosure Notes","Document Source"
"Georgia","GA","Fulton County","County","2018","State of Georgia Preferential Property Tax Assessment Program for Rehabilitated Historic Property","Historic Preservation","State of Georgia statutes O.C.G.A. 48-5-7(c) and O.C.G.A 48-8-7.2","Fulton County, Georgia","Property Tax","Reduction in assessed value","A property owner who fails to have property classified as rehabilitated historic property and listed on the Georgia Register of Historic Places for the preferential assessment shall be required to pay the difference between the amount of taxes on the property during the period that the assessment was frozen and the amount of taxes which would have been due had the property been assessed at the regular fair market value, plus interest on the past due taxes.","$230,000","$0","$230,000","Active","(none)","https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/finance/annual-financial-reports"
"Georgia","GA","Fulton County","County","2018","Fulton County Development Authority","Job Creation/Retention","Title 36 Chapter 62 of the Official Code of Georgia","Fulton County, Georgia","Property Tax","Revenue bonds (IDA)","There are no provisions for recapturing incentives; however, the Development Authority can immediately return title to a company for a non-performing project, which cancels the incentive going forward","$9,103,000","$0","$9,103,000","Active","(none)","https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/finance/annual-financial-reports"
"Georgia","GA","Fulton County","County","2018","Various Agreements by City of Alpharetta","(not specified)","(not specified)","City of Alpharetta, Georgia","Property Tax","(not specified)","(not specified)","$85,000","$0","$85,000","Passive","(none)","https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/finance/annual-financial-reports"
"Georgia","GA","Fulton County","County","2018","Various Agreements by City of Sandy Springs","(not specified)","(not specified)","City of Sandy Springs, Georgia","Property Tax","(not specified)","(not specified)","$208,000","$0","$208,000","Passive","(none)","https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/finance/annual-financial-reports"
"Georgia","GA","Fulton County","County","2018","Various Agreements by City of Atlanta","(not specified)","(not specified)","City of Atlanta, Georgia","Property Tax","(not specified)","(not specified)","$776,000","$0","$776,000","Passive","(none)","https://www.fultoncountyga.gov/inside-fulton-county/fulton-county-departments/finance/annual-financial-reports"
"Georgia","GA","Fulton County Board of Education","School District","2018","Various Property Tax Abatement Agreements","General Economic Development","(not specified)","Dev Auth of Fulton County GA","Real Property Tax; Personal Property Tax","(not specified)","(not specified)","$4,832,479","$0","$4,832,479","Passive","Entered into by county/town/city Development Authority.","https://www.fultonschools.org/Page/2989"
"Georgia","GA","Gwinnett County","County","2018","Bonds for Title Program","Job Creation/Retention","Gwinnett County Economic Development Ordinance Section 2-151, et. seq.","Gwinnett County,  Georgia","Property Tax","Reduction in assessed value","If the business relocates, the full value of any and all abatements received pursuant to the ordinance will be reimbursed to the County or issuing Authority. Should the business fail to meet fiscal impact, income, or employment requirements, there will be a 20 percent reduction in the abatement to be received for the first such year. If requirements are not met for more than one year, there will be a 50 percent reduction for the second such year. A third year of non-attainment of requirements will result in a termination of the abatement pursuant to the Ordinance.","$1,158,229","$0","$1,158,229","Active","entered into by Gwinnett County Development Authority","https://www.gwinnettcounty.com/web/gwinnett/home/citizenfinanceguide/financialdocuments/comprehensiveannualfinancialreports"
"Georgia","GA","Marietta Board of Education","School District","2018","(not specified)","General Economic Development","(not specified)","City of Marietta","Real Property Tax","(not specified)","(N/A - performance-based)","$684,350","$0","$684,350","Passive","(none)",""
"Hawaii","HI","City and County of Honolulu","City/County","2018","Low Income Rental Housing Exemption","Affordable Housing","Revised Ordinance of Honolulu Section 8-10.20","Honolulu, Hawaii","Property Tax","(not specified)","Rollback taxes, penalty, and interest","$8,806","$0","$8,806","Active","(none)","https://www.honolulu.gov/budget/budget-acfr.html"
"Hawaii","HI","City and County of Honolulu","City/County","2018","Dedicated Land in Urban Districts","Conservation of farmland, forest, open space, or water","Revised Ordinance of Honolulu Section 8-10.13","Honolulu, Hawaii","Property Tax","(not specified)","Rollback taxes, penalty, and interest","$60,000","$0","$60,000","Active","(none)","https://www.honolulu.gov/budget/budget-acfr.html"
"Hawaii","HI","City and County of Honolulu","City/County","2018","Dedicated Agricultural or Vacant Agricultural Land","Conservation of farmland, forest, open space, or water","Revised Ordinance of Honolulu Section 8-7.3","Honolulu, Hawaii","Property Tax","(not specified)","Rollback taxes, penalty, and interest","$11,369,000","$0","$11,369,000","Active","(none)","https://www.honolulu.gov/budget/budget-acfr.html"
"Hawaii","HI","City and County of Honolulu","City/County","2018","Commercial Property Historical Dedication","Historic Preservation","Revised Ordinance of Honolulu Section 8-10.30","Honolulu, Hawaii","Property Tax","(not specified)","Rollback taxes, penalty, and interest","$291,000","$0","$291,000","Active","(none)","https://www.honolulu.gov/budget/budget-acfr.html"
"Hawaii","HI","City and County of Honolulu","City/County","2018","Residential Property Historical Dedication","Historic Preservation","Revised Ordinance of Honolulu Section 8-10.22","Honolulu, Hawaii","Property Tax","(not specified)","Rollback taxes, penalty, and interest","$3,089,000","$0","$3,089,000","Active","(none)","https://www.honolulu.gov/budget/budget-acfr.html"
"Hawaii","HI","City and County of Honolulu","City/County","2018","Central Kakaako Industrial Zone Limited Development Exemption","Industrial development","Revised Ordinance of Honolulu Section 8-10.34","Honolulu, Hawaii","Property Tax","(not specified)","Rollback taxes, penalty, and interest","$877,000","$0","$877,000","Active","(none)","https://www.honolulu.gov/budget/budget-acfr.html"
"Hawaii","HI","Hawaii County","County","2018","Solar Water Heater Credits","Conservation of farmland, forest, open space, or water","Section 19-104 of the Hawaii County Statutory Code","Hawaii County","Property Tax","Tax Credit","(not specified)","$19,200","$0","$19,200","Active","(none)","https://records.hawaiicounty.gov/weblink/browse.aspx?dbid=1&startid=25023"
"Hawaii","HI","Hawaii County","County","2018","Commerical Agricultural Use Programs","Conservation of farmland, forest, open space, or water","Section 19-60 of the Hawaii County Statutory Code","Hawaii County","Property Tax","Reduced Assessment","(not specified)","$533,616","$0","$533,616","Active","(none)","https://records.hawaiicounty.gov/weblink/browse.aspx?dbid=1&startid=25023"
"Hawaii","HI","Hawaii County","County","2018","Enterprise Zone","General Economic Development","Section 19-89.3 of the Hawaii County Statutory Code","Hawaii County","Property Tax","Tax Exemption","(not specified)","$9,979","$0","$9,979","Active","(none)","https://records.hawaiicounty.gov/weblink/browse.aspx?dbid=1&startid=25023"
"Hawaii","HI","Hawaii County","County","2018","Historic Residential Dedication","Historic Preservation","Section 19-89 of the Hawaii County Statutory Code","Hawaii County","Property Tax","Tax Exemption","(not specified)","$251,465","$0","$251,465","Active","(none)","https://records.hawaiicounty.gov/weblink/browse.aspx?dbid=1&startid=25023"
"Hawaii","HI","Hawaii County","County","2018","Low & Moderare Income Housing","Housing","Section 19-87 of the Hawaii County Statutory Code","Hawaii County","Property Tax","Tax Exemption","(not specified)","$9,138,884","$0","$9,138,884","Active","(none)","https://records.hawaiicounty.gov/weblink/browse.aspx?dbid=1&startid=25023"
"Hawaii","HI","Kaua'i County","County","2018","Other Abatements","(not specified)","(not specified)","Kaua'I County","Property Tax","(not specified)","(not specified)","$104,173","$0","$104,173","Active","(none)","https://www.kauai.gov/Government/County-Council/Office-of-the-County-Auditor/Reports"
"Hawaii","HI","Kaua'i County","County","2018","Agricultural Use Dedication","Conservation of farmland, forest, open space, or water","Section 5A-9.1 of the K.C.C","Kaua'I County","Property Tax","Assessed Value Lowered","(not specified)","$8,379,957","$0","$8,379,957","Active","(none)","https://www.kauai.gov/Government/County-Council/Office-of-the-County-Auditor/Reports"
"Hawaii","HI","Kaua'i County","County","2018","Historic Property Dedication Exemption","Historic Preservation","Section 5A-11.20 of the K.C.C","Kaua'I County","Property Tax","Tax Abatement","(not specified)","$241,427","$0","$241,427","Active","(none)","https://www.kauai.gov/Government/County-Council/Office-of-the-County-Auditor/Reports"
"Hawaii","HI","Kaua'i County","County","2018","Low/Moderate Income Housing Exemption","Housing","Section 5A-11.20 of the K.C.C","Kaua'I County","Property Tax","Tax Abatement","(not specified)","$569,021","$0","$569,021","Active","(none)","https://www.kauai.gov/Government/County-Council/Office-of-the-County-Auditor/Reports"
"Hawaii","HI","Maui County","County","2018","Dedicated Land Tax Abatement","Conservation of farmland, forest, open space, or water","Section 3.48.350 of the Maui County Code","Maui County","Property Tax","Tax Abatement","(not specified)","$5,400,000","$0","$5,400,000","Active","(none)","https://www.mauicounty.gov/1827/Annual-Comprehensive-Financial-Report-AC"
"Idaho","ID","Bannock County","County","2018","Various Property Tax Abatement Agreements","General Economic Development","Idaho Code 63-602NN","Bannock County","Property Tax","Reduction in assessed value","(not specified)","$544,885","$0","$544,885","Active","Agreements include Amy's Kitchen, Western States, and ON Semiconductors","https://www.bannockcounty.us/auditor/"
"Idaho","ID","Idaho","State","2018","Tax Reimbursement Incentives","Job Creation/Retention","Idaho Code Section 67-4737","State of Idaho","Business Entity Income Tax; Sales Tax; Payroll Taxes","Tax Credit","(N/A - performance-based)","$417,533","$0","$417,533","Active","(none)","https://www.sco.idaho.gov/LivePages/acfr-financial-report-archive.aspx"
"Idaho","ID","Idaho","State","2018","Idaho Business Advantage","Job Creation/Retention","Idaho Code Sections 63-4402 through 63-4409","State of Idaho","Sales Tax","Tax Credit","Full amount of the credit shall be subject to recapture by the commission","$1,122,169","$0","$1,122,169","Active","(none)","https://www.sco.idaho.gov/LivePages/acfr-financial-report-archive.aspx"
"Idaho","ID","Idaho","State","2018","Sales Tax Rebate","Retail development","Idaho Code Section 63-3641","State of Idaho","Sales Tax","Tax Rebate","(not specified)","$3,041,377","$0","$3,041,377","Active","(none)","https://www.sco.idaho.gov/LivePages/acfr-financial-report-archive.aspx"
"Idaho","ID","Idaho","State","2018","Broadband Income Tax Credit","Technology (ICT)","Idaho Code Section 63-3029I","State of Idaho","Income Tax","Tax Credit","Recapture of credit under this section shall be in the same proportion and subject to the same provisions as the amount of credit required to be recaptured under Idaho Code Section 63-3029B","$3,915,125","$0","$3,915,125","Active","(none)","https://www.sco.idaho.gov/LivePages/acfr-financial-report-archive.aspx"
"Idaho","ID","Independent School District No. 1","School District","2018","Property Tax Abatement Agreements","Manufacturing development","Idaho Code Â¬ÃŸ 63-602NN","Nez Perce County, Idaho","Property Tax","Reduction in assessed value","(not specified)","$299,090","$0","$299,090","Passive","(none)",""
"Idaho","ID","Pocatello-Chubbuck School District #25","School District","2018","Various Tax Abatement Agreements","Business attraction/retention/expansion","Idaho Code 63-602NN","Pocatello-Chubbuck School District #25, Idaho","Property Tax","Tax Exemption","(not specified)","$1,260,000","$0","$1,260,000","Passive","See ACFR for recipient names","https://www.sd25.us/district/idaho-transparency-laws"
"Illinois","IL","Alsip Hazelgreen & Oak Lawn Elementary School District","School District","2018","Cook County Economic Incentives","General Economic Development","(not specified)","Cook County, IL","Property Tax","(not specified)","(not specified)","$1,400,000","$0","$1,400,000","Passive","(none)",""
"Illinois","IL","Chicago Public Schools","School District","2018","Class 6b-7a-7b-9 Abatements","General Economic Development","(not specified)","Cook County, IL","Property Tax","Tax Exemption","(not specified)","$34,900,000","$0","$34,900,000","Passive","(none)","https://www.cps.edu/about/finance/annual-financial-report/"
"Illinois","IL","City of Aurora","Municipality","2018","Various Property Tax Rebates (healthcare information technology and supply company)","General Economic Development","(not specified)","City of Aurora","Property Tax","Tax Rebate","Yes","$29,753","$0","$29,753","Active","The rebate is subject to recapture, in whole or in part, if the company does not employ a minimum of 45 persons and maintain operations until January 1, 2020.","https://www.aurora-il.org/Archive.aspx?AMID=55"
"Illinois","IL","City of Benton","Municipality","2018","Tax Increment Financing","General Economic Development","(not specified)","Benton","Property Tax","(not specified)","(not specified)","$123,748","$0","$123,748","Active","(none)",""
"Illinois","IL","City of Bolingbrook","Municipality","2018","TIF - Weber Rd.","General Economic Development","(not specified)","Bolingbrook","Property Tax","(not specified)","(not specified)","$5,111,692","$0","$5,111,692","Active","(none)",""
"Illinois","IL","City of Bolingbrook","Municipality","2018","TIF - Weber Rd.","General Economic Development","(not specified)","(not specified)","Property Tax","(not specified)","(not specified)","$1,564,832","$0","$1,564,832","Passive","(none)",""
"Illinois","IL","City of Chicago","Municipality","2018","Tax Reimbursement Payment Agreement with Boeing","Business attraction/retention/expansion","(not specified)","City of Chicago","Real Estate Taxes","Reimbursement","Agreement termination; repayment","$1,900,000","$0","$1,900,000","Active","(none)","https://www.chicago.gov/city/en/depts/fin/supp_info/comprehensive_annualfinancialstatements.html"
"Illinois","IL","City of Chicago","Municipality","2018","Tax Increment Financing (TIF)","General Economic Development (TIF)","Tax Increment Allocation Redevelopment Act, 65 ILCS 5/11-7 4.4-1","City of Chicago","Property Tax - TIF","Tax Increment Financing (TIF)","(N/A - TIF)","$95,400,000","$0","$95,400,000","Active","(none)","https://www.chicago.gov/city/en/depts/fin/supp_info/comprehensive_annualfinancialstatements.html"
"Illinois","IL","City of Chicago","Municipality","2018","Various Cook County Tax Abatement Programs","Construction/rehabilitation","(not specified)","County of Cook (Cook County)","Property Tax","Reduction of assessed value","(not specified)","$13,200,000","$0","$13,200,000","Passive","(none)","https://www.chicago.gov/city/en/depts/fin/supp_info/comprehensive_annualfinancialstatements.html"
"Illinois","IL","City of Joliet","Municipality","2018","Business District Sales Tax Rebate","General Economic Development","Illinois Business District Development and Redevelopment Laws","City of Joliet","Business District Sales Tax","Tax Rebate","(not specified)","$66,343","$0","$66,343","Active","(none)","https://www.joliet.gov/government/departments/finance"
"Illinois","IL","City of Joliet","Municipality","2018","Racetrack Amusement Tax Rebate","General Economic Development","Illinois Compiled Statutes","City of Joliet","Amusement Tax","Tax Rebate","(not specified)","$111,776","$0","$111,776","Active","(none)","https://www.joliet.gov/government/departments/finance"
"Illinois","IL","City of Joliet","Municipality","2018","Tax Increment Financing (TIF)","General Economic Development","Illinois Tax Increment Redevelopment Allocation Act","City of Joliet","Property Tax","Tax Increment Financing (TIF)","(not specified)","$440,717","$0","$440,717","Active","(none)","https://www.joliet.gov/government/departments/finance"
"Illinois","IL","City of Joliet","Municipality","2018","Sales Tax Rebate","General Economic Development","Illinois Compiled Statutes (Economic Incentive Agreements)","City of Joliet","Sales Tax","Tax Rebate","(not specified)","$625,748","$0","$625,748","Active","(none)","https://www.joliet.gov/government/departments/finance"
"Illinois","IL","City of Ridgway","Municipality","2018","Tax Increment Financing (TIF)","(not specified)","(not specified)","Ridgway","(not specified)","(not specified)","(not specified)","$172,830","$0","$172,830","Active","(none)",""
"Illinois","IL","Cook County","County","2018","Various Property Tax Incentives","Construction/rehabilitation","(not specified)","Cook County, Illinois","Property Tax","Reduction in assessed value","(not specified)","$11,400,000","$0","$11,400,000","Active","CAFR provided breakdown by purpose: ""$6.9 million was for the purpose of development and rehabilitation of new and existing industrial property, $2.3 million was for the purpose of development and rehabilitation of commercial property, $1.0 million was for the purpose of industrial and commercial development in areas of severe economic stagnation, and $1.2 million was for the purpose of increasing multi-family residential affordable rental housing.""","https://www.cookcountyil.gov/service/financial-reports"
"Illinois","IL","Edwardsville Community Unit School District 7","School District","2018","Enterprise Zones","General Economic Development","(not specified)","Madison County/Edwardsville/Pontoon Beach IL","Property Tax","(not specified)","(not specified)","$231,600","$0","$231,600","Passive","(none)",""
"Illinois","IL","Illinois","State","2018","Economic Development for a Growing Economy (EDGE)","Business attraction/retention/expansion","35 ILCS 10","State of Illinois","Corporate or Individual Income Tax","Tax Credit","If, during the term of the agreement, the project is moved from the State or otherwise ceased, the State can recapture the abated tax requiring the taxpayer to repay the full value of the credit previously claimed.","$187,900,000","$0","$187,900,000","Active","(none)","http://www.auditor.illinois.gov/audit-reports/Comptroller-Internal-Controls-and-Compliance.asp"
"Illinois","IL","Illinois","State","2018","Angel Investment Tax Credits","Job Creation/Retention","35 ILCS 5","State of Illinois","Corporate or Individual Income Tax","Tax Credit","If, during the three-year period, the qualified new business venture is moved from the State or otherwise ceased, the State can recapture the abated tax requiring the taxpayer to repay the full value of the credit previously claimed.","$7,500,000","$0","$7,500,000","Active","(none)","http://www.auditor.illinois.gov/audit-reports/Comptroller-Internal-Controls-and-Compliance.asp"
"Illinois","IL","Paris-Union School District 95","School District","2018","Property Tax Abatement","General Economic Development","(not specified)","Paris, IL","Property Tax","(not specified)","(not specified)","$264,149","$0","$264,149","Passive","(none)",""
"Illinois","IL","Sherrard Community Unit School District 200","School District","2018","Property Tax Abatement","General Economic Development","(not specified)","Mercer County, IL","Property Tax","(not specified)","(not specified)","$121,047","$0","$121,047","Passive","(none)",""
"Illinois","IL","Wilmington Community Unit School District 209U","School District","2018","Property Tax Abatement","General Economic Development","(not specified)","Wilmington, IL","Property Tax","(not specified)","(not specified)","$194,208","$0","$194,208","Passive","(none)",""
"Indiana","IN","Allen County","County","2018","Business Personal Property Equipment Investment","General Economic Development","Indiana Code (IC) 6-1.1-12.1-18","Allen County","Real and Personal Property Tax","Tax Abatement","10% penalty for falsely claiming the abatement","$764,000","$0","$764,000","Active","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","Redevelopment or Rehabilitation of Real Estate Property","General Economic Development","Indiana Code (IC) 6-1.1-12.1-18","Allen County","Real and Personal Property Tax","Tax Abatement","10% penalty for falsely claiming the abatement","$1,170,000","$0","$1,170,000","Active","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","County TIF Commitments","TIF","(not specified)","Allen County","Property Tax","Tax Increment Financing (TIF)","(not specified)","$7,000","$0","$7,000","Active","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","Various agreements entered into by City of Leo-Cedarville","General Economic Development","Indiana Code (IC) 6-1.1-12.1-18","Fort Wayne, IN","Property Tax","(not specified)","(not specified)","$1,000","$0","$1,000","Passive","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","Various agreements entered into by City of Huntertown","General Economic Development","Indiana Code (IC) 6-1.1-12.1-18","Huntertown, IN","Property Tax","(not specified)","(not specified)","$3,000","$0","$3,000","Passive","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","Various agreements entered into by City of Monroeville","General Economic Development","Indiana Code (IC) 6-1.1-12.1-18","Monroeville, IN","Property Tax","(not specified)","(not specified)","$6,000","$0","$6,000","Passive","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","Various agreements entered into by City of Woodburn","General Economic Development","Indiana Code (IC) 6-1.1-12.1-18","Woodburn, IN","Property Tax","(not specified)","(not specified)","$56,000","$0","$56,000","Passive","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","Various agreements entered into by City of New Haven","General Economic Development","Indiana Code (IC) 6-1.1-12.1-18","New Haven, IN","Property Tax","(not specified)","(not specified)","$151,000","$0","$151,000","Passive","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","Various agreements entered into by City of Fort Wayne","General Economic Development","Indiana Code (IC) 6-1.1-12.1-18","Fort Wayne, IN","Property Tax","(not specified)","(not specified)","$1,071,000","$0","$1,071,000","Passive","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","Allen County","County","2018","Allen County Library Abatements from various jurisdictions","General Economic Development","(not specified)","Various, see ACFR","Property Tax","(not specified)","(not specified)","$1,154,074","$0","$1,154,074","Passive","(none)","https://www.allencounty.us/finance-budget-division/annual-financial-reports"
"Indiana","IN","City of Fort Wayne","Municipality","2018","Personal Property Tax Abatements","General Economic Development","Indiana Code 6-1.1-12","Fort Wayne","Personal Property Tax","Tax Abatement","Some - Although the City does not have any formal policy concerning the recapturing of abated taxes should the recipient not fulfill their agreed requirements, once the City becomes aware of such a situation, the abatement could be terminated based on Fort Wayne Common Council determination.","$1,244,806","$0","$1,244,806","Active","(none)","https://www.cityoffortwayne.org/controllers-office.html"
"Indiana","IN","City of Fort Wayne","Municipality","2018","Real Property Tax Abatements","General Economic Development","Indiana Code 6-1.1-12","Fort Wayne","Real Property Tax","Tax Abatement","Some - Although the City does not have any formal policy concerning the recapturing of abated taxes should the recipient not fulfill their agreed requirements, once the City becomes aware of such a situation, the abatement could be terminated based on Fort Wayne Common Council determination.","$1,809,120","$0","$1,809,120","Active","(none)","https://www.cityoffortwayne.org/controllers-office.html"
"Indiana","IN","City of Indianapolis","Municipality","2018","Vacant Building Abatement","General Economic Development","I.C. 6-1.1-12.1","City of Indianapolis","Real Property Tax","Tax Abatement","If a company ceases operations or announces the cessation of operations at the facility for which the abatement was granted, termination of the abatement agreement is warranted and 100% clawback is required.","$2,000","$0","$2,000","Active","(none)","https://www.indy.gov/activity/annual-financial-reports"
"Indiana","IN","City of Indianapolis","Municipality","2018","Real Property Tax Abatement","General Economic Development","I.C. 6-1.1-12.1","City of Indianapolis","Real Property Tax","Tax Abatement","(not specified)","$1,294,000","$0","$1,294,000","Active","(none)","https://www.indy.gov/activity/annual-financial-reports"
"Indiana","IN","City of Indianapolis","Municipality","2018","Personal Property Tax Abatement","Manufacturing development","I.C. 6-1.1-12.1","City of Indianapolis","Personal Property Tax","Tax Abatement","(not specified)","$2,819,000","$0","$2,819,000","Active","(none)","https://www.indy.gov/activity/annual-financial-reports"
"Indiana","IN","City of South Bend","Municipality","2018","Various property tax abatement agreements","Business attraction/retention/expansion","South Bend Municipal Code Chapter 2, Article 6, tax abatements, created by Ordinance 7267-83","City of South Bend","Property Tax","(not specified)","(not specified)","$1,332,504","$0","$1,332,504","Active","(none)","http://docs.southbendin.gov/WebLink/Browse.aspx?dbid=0&startid=6603&row=1&cr=1"
"Indiana","IN","Indiana","State","2018","Neighborhood Assistance Program Credit","Community development","Indiana Code 6-3.1-9","State of Indiana","Adjusted Gross Income Tax; Financial Institutions Tax;","Tax Credit","(no provisions for recapture)","$2,089,000","$0","$2,089,000","Active","(none)","https://www.in.gov/auditor/annual-comprehensive-financial-report/"
"Indiana","IN","Indiana","State","2018","Venture Capital Investment Credit","Entrepreneurship/innovation","Indiana Code 6-3.1-24","State of Indiana","Adjusted Gross Income Tax; Financial Institutions Tax; Insurance Premiums Tax; State Gross Retail and Use Tax","Tax Credit","The Tax Credit will be recaptured if the IEDC determines the taxpayer is noncompliant with the requirements of the Tax Credit agreement or all of the provisions of IC 6-3.1-24.","$5,230,000","$0","$5,230,000","Active","(none)","https://www.in.gov/auditor/annual-comprehensive-financial-report/"
"Indiana","IN","Indiana","State","2018","Hoosier Business Investment Credit","Job Creation/Retention","Indiana Code 6-3.1-26","State of Indiana","Adjusted Gross Income Tax; Financial Institutions Tax; Insurance Premiums Tax;","Tax Credit","The Tax Credit will be recaptured if the IEDC determines the taxpayer is noncompliant with the requirements of the Tax Credit agreement or all of the provisions of IC 6-3.1-26.","$5,355,000","$0","$5,355,000","Active","(none)","https://www.in.gov/auditor/annual-comprehensive-financial-report/"
"Indiana","IN","Indiana","State","2018","Coal Gasification Technology Investment Credit","Job Creation/Retention","Indiana Code 6-3.1-29","State of Indiana","Adjusted Gross Income Tax; Financial Institutions Tax; Insurance Premiums Tax; Utility Receipts Tax","Tax Credit","The Tax Credit will be recaptured if the IEDC determines the taxpayer is noncompliant with the requirements of the Tax Credit agreement or all of the provisions of IC 6-3.1-29.","$15,699,000","$0","$15,699,000","Active","(none)","https://www.in.gov/auditor/annual-comprehensive-financial-report/"
"Indiana","IN","Indiana","State","2018","Economic Development for a Growing Economy (EDGE) Credit","Job Creation/Retention","Indiana Code 6-3.1-13","State of Indiana","Adjusted Gross Income Tax; Financial Institutions Tax; Insurance Premiums Tax;","Tax Credit","The Tax Credit will be recaptured if the IEDC determines the taxpayer is noncompliant with the requirements of the Tax Credit agreement or all of the provisions of IC 6-3.1-13.","$55,726,000","$0","$55,726,000","Active","(none)","https://www.in.gov/auditor/annual-comprehensive-financial-report/"
"Indiana","IN","Indiana","State","2018","Industrial Recovery Credit","Redevelopment/revitalization","Indiana Code 6-3.1-11","State of Indiana","Adjusted Gross Income Tax; Financial Institutions Tax; Insurance Premiums Tax;","Tax Credit","The Tax Credit will be recaptured if the IEDC determines the taxpayer is noncompliant with the requirements of the Tax Credit agreement or all of the provisions of IC 6-3.1-11.","$2,061,000","$0","$2,061,000","Active","(none)","https://www.in.gov/auditor/annual-comprehensive-financial-report/"
"Indiana","IN","Indiana","State","2018","Research Expense Credit","Research and development","Indiana Code 6-3.1-4","State of Indiana","Adjusted Gross Income Tax","Tax Credit","The Tax Credit will be recaptured if the IEDC determines the taxpayer is noncompliant with the requirements of the Tax Credit agreement or all of the provisions of IC 6-3.1-4.","$59,616,000","$0","$59,616,000","Active","(none)","https://www.in.gov/auditor/annual-comprehensive-financial-report/"
"Indiana","IN","Marion County","County","2018","Vacant Building Abatement","Job Creation/Retention","IC 6-1.1-12.1","City of Indianapolis","Real Property Tax","Tax Abatement","(not specified)","$1,075","$0","$1,075","Passive","Agreements entered into by the City of Indianpois","https://www.indy.gov/activity/annual-financial-reports"
"Indiana","IN","Marion County","County","2018","Personal Property Tax Abatement","Manufacturing development","IC 6-1.1-12.1","City of Indianapolis","Personal Property Tax","Payment In Lieu of Taxes (PILOT)","(not specified)","$1,535,681","$0","$1,535,681","Passive","Agreements entered into by the City of Indianpois","https://www.indy.gov/activity/annual-financial-reports"
"Indiana","IN","Marion County","County","2018","Real Property Tax Abatements","Property improvements","IC 6-1.1-12.1","City of Indianapolis","Real Property Tax","Payment In Lieu of Taxes (PILOT)","(not specified)","$654,547","$0","$654,547","Passive","Agreements entered into by the City of Indianpois","https://www.indy.gov/activity/annual-financial-reports"
"Iowa","IA","Black Hawk County","County","2018","Passive Tax Abatements: Urban renewal and economic development projects of other entities","General Economic Development","Chapter 15A & 403","Multiple","Property Tax","(not specified)","(not specified)","$416,237","$0","$416,237","Passive","Includes agreements with Cedar Falls, Evansdale, Hudson, and Waterloo","https://www.blackhawkcounty.iowa.gov/687/Comprehensive-Annual-Financial-Reports-a"
"Iowa","IA","Cedar Rapids Community School District","School district","2018","Passive Tax Abatemetnts:Urban Renewal and Economic Development Projects","General Economic Development","(not specified)","Cedar Rapids IA; Marion, IA; Hiawatha, IA","Property Tax","(not specified)","(not specified)","$834,541","$240,744","$593,797","Passive","Gross revenue loss entered here is the sum of abatements from all jurisdictions, as the CAFR fails to provide an individual reimbursement/offset for each municipality.","https://crschools.us/departments/accounting-budgeting/"
"Iowa","IA","City of Ankeny","Municipality","2018","Urban Renewal and Economic Development Projects - Tax Increment Financing (TIF)","General Economic Development","Chapters 15A and 403 of the Code of Iowa","Ankeny","Property Tax","Tax Rebate","(not specified)","$314,976","$0","$314,976","Active","(none)","https://www.ankenyiowa.gov/our-city/departments/finance/annual-financial-reports"
"Iowa","IA","City of Ankeny","Municipality","2018","Urban Revitalization Tax Exemptions Program","Redevelopment/revitalization","Chapter 404 of the Code of Iowa","Ankeny","Property Tax","Tax Exemption","(not specified)","$3,550","$0","$3,550","Active","(none)","https://www.ankenyiowa.gov/our-city/departments/finance/annual-financial-reports"
"Iowa","IA","City of Cedar Rapids","Municipality","2018","Urban Renewal and Economic Development Projects - Tax Increment Financing (TIF)","General Economic Development","Chapters 15A and 403 of the Code of Iowa","Cedar Rapids, Iowa","Property Tax","Tax Rebate","(not specified)","$898,185","$0","$898,185","Active","City provides rebate after developers meet the terms of the agreements","https://cedar-rapids.org/local_government/departments_a_-_f/finance/cafr.php"
"Iowa","IA","City of Davenport","Municipality","2018","Economic Development Hotel/Motel Tax Refund","General Economic Development","(not specified)","Davenport, Iowa","(not specified)","(not specified)","(not specified)","$459,000","$0","$459,000","Active","(none)","https://www.davenportiowa.com/our_community/records_reports/comprehensive_annual_financial_reports"
